SRC	GEN	GOLD_TAG	PRED_TAG	SYS
<s>.<s>	<s>.<s>	UC	UC	NA
<s>والمجد<s>	<s>والمجد<s>	UC	UC	NA
<s>للشعب<s>	<s>للشعب<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>البطل<s>	<s>البطل<s>	UC	UC	NA
<s>والذل<s>	<s>والذل<s>	UC	UC	NA
<s>والعار<s>	<s>والعار<s>	UC	UC	NA
<s>لعصابة<s>	<s>لعصابة<s>	UC	UC	NA
<s>العبث<s>	<s>العبث<s>	UC	UC	NA
<s>الأسدية<s>	<s>الأسدية<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>هناك<s>	<s>هناك<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>يقول<s>	<s>يقول<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>وراء<s>	<s>وراء<s>	UC	UC	NA
<s>التفجيرات<s>	<s>التفجيرات<s>	UC	UC	NA
<s>وآخر<s>	<s>وآخر<s>	UC	UC	NA
<s>يقول<s>	<s>يقول<s>	UC	UC	NA
<s>القاعدة<s>	<s>القاعدة<s>	UC	UC	NA
<s>والجميع<s>	<s>والجميع<s>	UC	UC	NA
<s>نسوا<s>	<s>نسوا<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>التفجيرات<s>	<s>التفجيرات<s>	UC	UC	NA
<s>تصيب<s>	<s>تصيب<s>	UC	UC	NA
<s>جسد<s>	<s>جسد<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>الحبيبة<s>	<s>الحبيبة<s>	UC	UC	NA
<s>الغالية<s>	<s>الغالية<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>قلب<s>	<s>قلب<s>	UC	UC	NA
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>سوري<s>	<s>سوري<s>	UC	UC	NA
<s>شريف<s>	<s>شريف<s>	UC	UC	NA
<s>وأن<s>	<s>وأن<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>استشهد<s>	<s>استشهد<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>سوري<s>	<s>سوري<s>	UC	UC	NA
<s>فلننظر<s>	<s>فلننظر<s>	UC	UC	NA
<s>أي<s>	<s>أي<s>	UC	UC	NA
<s>درب<s>	<s>درب<s>	UC	UC	NA
<s>نسلك<s>	<s>نسلك<s>	UC	UC	NA
<s>وأي<s>	<s>وأي<s>	UC	UC	NA
<s>نتيجة<s>	<s>نتيجة<s>	UC	UC	NA
<s>نصل<s>	<s>نصل<s>	UC	UC	NA
<s>اليهاولننظر<s>	<s>اليهاولننظر<s>	X	X	OOV
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>ليبيا<s>	<s>ليبيا<s>	UC	UC	NA
<s>والعراق<s>	<s>والعراق<s>	UC	UC	NA
<s>ومصر<s>	<s>ومصر<s>	UC	UC	NA
<s>نعف<s>	<s>نعرف<s>	OM	OM	CBR
<s>النتيجة<s>	<s>النتيجة<s>	UC	UC	NA
<s>وإلا<s>	<s>وإلا<s>	UC	UC	NA
<s>فالسلام<s>	<s>فالسلام<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>البلد<s>	<s>البلد<s>	UC	UC	NA
<s>وعلى<s>	<s>وعلى<s>	UC	UC	NA
<s>الأمان<s>	<s>الأمان<s>	UC	UC	NA

<s>و<s>	<s>و<s>	SP	SP	OOV
<s>ما<s>	<s>ما<s>	SP	SP	OOV
<s>هي<s>	<s>هي<s>	UC	UC	NA
<s>الفائدة<s>	<s>الفائدة<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>ستجنيها<s>	<s>ستجنيها<s>	UC	UC	NA
<s>القوات<s>	<s>القوات<s>	UC	UC	NA
<s>السورية<s>	<s>السورية<s>	UC	UC	NA
<s>بقتل<s>	<s>بقتل<s>	UC	UC	NA
<s>الأطفال<s>	<s>الأطفال<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	UC	UC	NA
<s>.<s>	<s>.<s>	PT	PT	OOV
<s>أخبار<s>	<s>أخبار<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>تدخل<s>	<s>تدخل<s>	UC	UC	NA
<s>عقول<s>	<s>عقول<s>	UC	UC	NA
<s>المجانين<s>	<s>المجانين<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>ماذا<s>	<s>ماذا<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>اختطاف<s>	<s>اختطاف<s>	UC	UC	NA
<s>7<s>	<s>7<s>	UC	UC	NA
<s>فنيين<s>	<s>فنيين<s>	UC	UC	NA
<s>إيرانيين<s>	<s>إيرانيين<s>	UC	UC	NA
<s>يعملون<s>	<s>يعملون<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>إنشاء<s>	<s>إنشاء<s>	UC	UC	NA
<s>محطة<s>	<s>محطة<s>	UC	UC	NA
<s>كهرباء<s>	<s>كهرباء<s>	UC	UC	NA
<s>طاقتها<s>	<s>طاقتها<s>	UC	UC	NA
<s>450<s>	<s>450<s>	UC	UC	NA
<s>ميغاوات<s>	<s>ميغاوات<s>	UC	UC	NA
<s>لتزود<s>	<s>لتزود<s>	UC	UC	NA
<s>أهالي<s>	<s>أهالي<s>	UC	UC	NA
<s>حمص<s>	<s>حمص<s>	UC	UC	NA
<s>بالطاقة<s>	<s>بالطاقة<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>أنهم<s>	<s>إنهم<s>	OH	OH	CBR
<s>مجاميع<s>	<s>مجاميع<s>	UC	UC	NA
<s>إرهابية<s>	<s>إرهابية<s>	UC	UC	NA
<s>مسلحة<s>	<s>مسلحة<s>	UC	UC	NA
<s>ينفذون<s>	<s>ينفذون<s>	UC	UC	NA
<s>أجندة<s>	<s>أجندة<s>	UC	UC	NA
<s>خارجية<s>	<s>خارجية<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>لقد<s>	<s>لقد<s>	UC	UC	NA
<s>تعود<s>	<s>تعود<s>	UC	UC	NA
<s>بشار<s>	<s>بشار<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>قتل<s>	<s>قتل<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>اعتقاله<s>	<s>اعتقاله<s>	SP	SP	OOV
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>اقتحام<s>	<s>اقتحام<s>	SP	SP	OOV
<s>البيوت<s>	<s>البيوت<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>تعذيب<s>	<s>تعذيب<s>	SP	SP	OOV
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>التنكيل<s>	<s>التنكيل<s>	SP	SP	OOV
<s>به<s>	<s>به<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>أننا<s>	<s>إننا<s>	OH	OH	CBR
<s>ننتظر<s>	<s>ننتظر<s>	UC	UC	NA
<s>ثلاثة<s>	<s>ثلاثة<s>	UC	UC	NA
<s>أيام<s>	<s>أيام<s>	UC	UC	NA
<s>فقط<s>	<s>فقط<s>	UC	UC	NA
<s>لنبدأ<s>	<s>لنبدأ<s>	UC	UC	NA
<s>فصلا<s>	<s>فصلا<s>	UC	UC	NA
<s>جديدامن<s>	<s>جديدامن<s>	MG	MG	OOV
<s>ثورتنا<s>	<s>ثورتنا<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>الذي<s>	<s>الذي<s>	UC	UC	NA
<s>لم<s>	<s>لم<s>	UC	UC	NA
<s>ينفع<s>	<s>ينفع<s>	UC	UC	NA
<s>معه<s>	<s>معه<s>	UC	UC	NA
<s>الثورة<s>	<s>الثورة<s>	UC	UC	NA
<s>السلمية<s>	<s>السلمية<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>ليعلم<s>	<s>ليعلم<s>	UC	UC	NA
<s>ذلك<s>	<s>ذلك<s>	UC	UC	NA
<s>القاصي<s>	<s>القاصي<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الداني<s>	<s>الداني<s>	SP	SP	OOV
<s>.<s>	<s>.<s>	UC	UC	NA
<s>السيد<s>	<s>السيد<s>	UC	UC	NA
<s>الكتور<s>	<s>الكتور<s>	OM	OM	OOV
<s>برهان<s>	<s>برهان<s>	UC	UC	NA
<s>غليون<s>	<s>غليون<s>	UC	UC	NA
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>ننتظر<s>	<s>ننتظر<s>	UC	UC	NA
<s>منك<s>	<s>منك<s>	UC	UC	NA
<s>المضي<s>	<s>المضي<s>	UC	UC	NA
<s>قدما<s>	<s>قدما<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>قيادة<s>	<s>قيادة<s>	UC	UC	NA
<s>نضال<s>	<s>نضال<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>نحو<s>	<s>نحو<s>	UC	UC	NA
<s>الحرية<s>	<s>الحرية<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>أخي<s>	<s>أخي<s>	UC	UC	NA
<s>ميلاد<s>	<s>ميلاد<s>	UC	UC	NA
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>ليس<s>	<s>ليس<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>المستبعد<s>	<s>المستبعد<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>المعارضةالخائنة<s>	<s>المعارضةالخائنة<s>	MG	MG	OOV
<s>الخانعة<s>	<s>الخانعة<s>	UC	UC	NA
<s>استقدام<s>	<s>استقدام<s>	UC	UC	NA
<s>مقاتلين<s>	<s>مقاتلين<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>القاعدة<s>	<s>القاعدة<s>	UC	UC	NA
<s>باسم<s>	<s>بإسم<s>	OH	OH	CBR
<s>الجهاد<s>	<s>الجهاد<s>	UC	UC	NA
<s>ولكن<s>	<s>ولكن<s>	UC	UC	NA
<s>القول<s>	<s>القول<s>	UC	UC	NA
<s>بأن<s>	<s>بأن<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>يستقدم<s>	<s>يستقدم<s>	UC	UC	NA
<s>مرتزقة<s>	<s>مرتزقة<s>	UC	UC	NA
<s>أو<s>	<s>أو<s>	UC	UC	NA
<s>فئات<s>	<s>فئات<s>	UC	UC	NA
<s>خارجية<s>	<s>خارجية<s>	UC	UC	NA
<s>فهذا<s>	<s>فهذا<s>	UC	UC	NA
<s>ضرب<s>	<s>ضرب<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>الغباء<s>	<s>الغباء<s>	UC	UC	NA
<s>المضحك<s>	<s>المضحك<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>يعني<s>	<s>يعني<s>	UC	UC	NA
<s>ناقصهم<s>	<s>ناقصهم<s>	OR	OR	OOV
<s>بسوريا<s>	<s>بسوريا<s>	UC	UC	NA
<s>جيش<s>	<s>جيش<s>	UC	UC	NA
<s>وقوات<s>	<s>وقوات<s>	UC	UC	NA
<s>آمن<s>	<s>أمن<s>	OH	OH	CBR
<s>على<s>	<s>على<s>	UC	UC	NA
<s>أساس<s>	<s>أساس<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>يلي<s>	<s>الذي<s>	SW	SW	CBR
<s>بدو<s>	<s>يريد<s>	SW	SW	CBR
<s>جيش<s>	<s>جيشا<s>	XC	XC	CBR
<s>زيادة<s>	<s>زيادة<s>	UC	UC	NA
<s>يجي<s>	<s>يأتي<s>	SW	SW	CBR
<s>سوريا<s>	<s>لسوريا<s>	MI	MI	CBR
<s>.<s>	<s>.<s>	UC	UC	NA
<s>المهم<s>	<s>المهم<s>	UC	UC	NA
<s>أنو<s>	<s>أنو<s>	UNK	UNK	OOV
<s>الجيش<s>	<s>الجيش<s>	UC	UC	NA
<s>الباسل<s>	<s>الباسل<s>	UC	UC	NA
<s>يقضي<s>	<s>يقضي<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>الإرهابيين<s>	<s>الإرهابيين<s>	UC	UC	NA

<s>ما<s>	<s>ما<s>	UC	UC	NA
<s>شاء<s>	<s>شاء<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>150<s>	<s>150<s>	UC	UC	NA
<s>آلف<s>	<s>ألف<s>	OH	OH	CBR
<s>متظاهر<s>	<s>متظاهر<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>دوما<s>	<s>دوما<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>قصف<s>	<s>قصف<s>	SP	SP	OOV
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>ضرب<s>	<s>ضرب<s>	SP	SP	OOV
<s>وطحن<s>	<s>وطحن<s>	UC	UC	NA
<s>كيف<s>	<s>كيف<s>	UC	UC	NA
<s>ركبت<s>	<s>ركبت<s>	UC	UC	NA
<s>هذه<s>	<s>هذه<s>	UC	UC	NA
<s>القصة<s>	<s>القصة<s>	UC	UC	NA
<s>معهم<s>	<s>معهم<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>ندري<s>	<s>ندري<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	PC	PC	OOV
<s>على<s>	<s>على<s>	UC	UC	NA
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>لم<s>	<s>لم<s>	UC	UC	NA
<s>يعد<s>	<s>يعد<s>	UC	UC	NA
<s>أحد<s>	<s>أحد<s>	UC	UC	NA
<s>يفكر<s>	<s>يفكر<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>موضوع<s>	<s>موضوع<s>	UC	UC	NA
<s>أسقاط<s>	<s>إسقاط<s>	OH	OH	CBR
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>فنحن<s>	<s>فنحن<s>	UC	UC	NA
<s>تجاوزنا<s>	<s>تجاوزنا<s>	UC	UC	NA
<s>هذه<s>	<s>هذه<s>	UC	UC	NA
<s>المرحلة<s>	<s>المرحلة<s>	UC	UC	NA
<s>السؤال<s>	<s>السؤال<s>	UC	UC	NA
<s>الآن<s>	<s>الآن<s>	UC	UC	NA
<s>كيف<s>	<s>كيف<s>	UC	UC	NA
<s>سننهى<s>	<s>سننهى<s>	OA	OA	OOV
<s>بعض<s>	<s>بعض<s>	UC	UC	NA
<s>المهازل<s>	<s>المهازل<s>	UC	UC	NA
<s>هنا<s>	<s>هنا<s>	UC	UC	NA
<s>وهناك<s>	<s>وهناك<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>لكن<s>	<s>لكن<s>	SP	SP	OOV
<s>انتظروا<s>	<s>انتظروا<s>	UC	UC	NA
<s>فأن<s>	<s>فإن<s>	OH	OH	CBR
<s>وعد<s>	<s>وعد<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>آت<s>	<s>آت<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>سنقضي<s>	<s>سنقضي<s>	SP	SP	OOV
<s>على<s>	<s>على<s>	UC	UC	NA
<s>المهزومين<s>	<s>المهزومين<s>	UC	UC	NA
<s>المتآمرين<s>	<s>المتآمرين<s>	UC	UC	NA
<s>الأعداء<s>	<s>الأعداء<s>	UC	UC	NA

<s>الحكومة<s>	<s>الحكومة<s>	UC	UC	NA
<s>السورية<s>	<s>السورية<s>	UC	UC	NA
<s>مطالبة<s>	<s>مطالبة<s>	UC	UC	NA
<s>اليوم<s>	<s>اليوم<s>	UC	UC	NA
<s>بتنضيف<s>	<s>بتنضيف<s>	OR	OR	OOV
<s>الأرض<s>	<s>الأرض<s>	UC	UC	NA
<s>السورية<s>	<s>السورية<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>أوكار<s>	<s>أوكار<s>	UC	UC	NA
<s>الإرهاب<s>	<s>الإرهاب<s>	UC	UC	NA
<s>باي<s>	<s>بأي<s>	OH	OH	CBR
<s>ثمن<s>	<s>ثمن<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>العصابات<s>	<s>العصابات<s>	UC	UC	NA
<s>المتمولة<s>	<s>المتمولة<s>	OD	OD	OOV
<s>خارجيا<s>	<s>خارجيا<s>	UC	UC	NA
<s>تتخذ<s>	<s>تتخذ<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>العوائل<s>	<s>العوائل<s>	UC	UC	NA
<s>وبيوت<s>	<s>وبيوت<s>	UC	UC	NA
<s>الناس<s>	<s>الناس<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الأحياء<s>	<s>الأحياء<s>	UC	UC	NA
<s>السكنية<s>	<s>السكنية<s>	UC	UC	NA
<s>دروعا<s>	<s>دروعا<s>	UC	UC	NA
<s>بشرية<s>	<s>بشرية<s>	UC	UC	NA
<s>كمنصات<s>	<s>كمنصات<s>	UC	UC	NA
<s>للهجوم<s>	<s>للهجوم<s>	UC	UC	NA
<s>وأطلاق<s>	<s>وإطلاق<s>	OH	OH	CBR
<s>النار<s>	<s>النار<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>الدولة<s>	<s>الدولة<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>وعندما<s>	<s>وعندما<s>	UC	UC	NA
<s>يرد<s>	<s>يرد<s>	UC	UC	NA
<s>الجيش<s>	<s>الجيش<s>	UC	UC	NA
<s>يقولون<s>	<s>يقولون<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>الجيش<s>	<s>الجيش<s>	UC	UC	NA
<s>العربي<s>	<s>العربي<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>يقصف<s>	<s>يقصف<s>	UC	UC	NA
<s>البيوت<s>	<s>البيوت<s>	UC	UC	NA
<s>الآمنة<s>	<s>الآمنة<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>هذه<s>	<s>هذه<s>	UC	UC	NA
<s>اللعبة<s>	<s>اللعبة<s>	UC	UC	NA
<s>كشفها<s>	<s>كشفها<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>وجيشه<s>	<s>وجيشه<s>	UC	UC	NA
<s>الوطني<s>	<s>الوطني<s>	UC	UC	NA
<s>الرسمي<s>	<s>الرسمي<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>رقم<s>	<s>رقم<s>	UC	UC	NA
<s>22<s>	<s>22<s>	UC	UC	NA
<s>نظام<s>	<s>نظام<s>	UC	UC	NA
<s>يغري<s>	<s>يغري<s>	UC	UC	NA
<s>البعثة<s>	<s>البعثة<s>	UC	UC	NA
<s>ببعض<s>	<s>ببعض<s>	UC	UC	NA
<s>الدولارات<s>	<s>الدولارات<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الله<s>	<s>الله<s>	SP	SP	OOV
<s>ضحكت<s>	<s>ضحكت<s>	UC	UC	NA
<s>كثير<s>	<s>كثيرا<s>	XC	XC	CBR
<s>يعني<s>	<s>يعني<s>	UC	UC	NA
<s>قطر<s>	<s>قطر<s>	UC	UC	NA
<s>هي<s>	<s>هي<s>	UC	UC	NA
<s>اللي<s>	<s>الذي<s>	OR	OR	CBR
<s>مفروض<s>	<s>المفروض<s>	XF	XF	CBR
<s>تدفع<s>	<s>تدفع<s>	UC	UC	NA
<s>يعني<s>	<s>يعني<s>	UC	UC	NA
<s>لو<s>	<s>لو<s>	UC	UC	NA
<s>سورية<s>	<s>سورية<s>	UNK	UNK	OOV
<s>دفعت<s>	<s>دفعت<s>	UC	UC	NA
<s>مليون<s>	<s>مليونا<s>	XC	XC	CBR
<s>قطر<s>	<s>قطر<s>	UC	UC	NA
<s>راح<s>	<s>سوف<s>	SW	SW	CBR
<s>تدفع<s>	<s>تدفع<s>	UC	UC	NA
<s>مليار<s>	<s>مليارات<s>	XC	XC	CBR
<s>دائما<s>	<s>دائما<s>	UC	UC	NA
<s>الرأي<s>	<s>الرأي<s>	UC	UC	NA
<s>الآخر<s>	<s>الآخر<s>	UC	UC	NA
<s>ما<s>	<s>لا<s>	SW	SW	CBR
<s>بعجب<s>	<s>بعجب<s>	OR	OR	OOV
<s>حدا<s>	<s>أحدا<s>	OM	OM	CBR
<s>هم<s>	<s>هم<s>	UC	UC	NA
<s>أكيد<s>	<s>أكيد<s>	UC	UC	NA
<s>اشوفو<s>	<s>اشوفو<s>	SW	SW	OOV
<s>أشياء<s>	<s>أشياء<s>	UC	UC	NA
<s>كثيرة<s>	<s>كثيرة<s>	UC	UC	NA
<s>لكن<s>	<s>لكن<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>وجهة<s>	<s>وجهة<s>	UC	UC	NA
<s>نظرهم<s>	<s>نظرهم<s>	UC	UC	NA
<s>أنها<s>	<s>أنها<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>تخيف<s>	<s>تخيف<s>	UC	UC	NA
<s>احتمال<s>	<s>احتمال<s>	UC	UC	NA
<s>كانو<s>	<s>كانوا<s>	OW	OW	CBR
<s>يتوقعو<s>	<s>يتوقعو<s>	OM	OM	OOV
<s>أكثر<s>	<s>أكثر<s>	UC	UC	NA

<s>إنني<s>	<s>إنني<s>	UC	UC	NA
<s>أرى<s>	<s>أرى<s>	UC	UC	NA
<s>الشبيحه<s>	<s>الشبيحة<s>	OT	OT	CBR
<s>فرحو<s>	<s>فرحوا<s>	OW	OW	CBR
<s>بكلام<s>	<s>بكلام<s>	UC	UC	NA
<s>الدابى<s>	<s>الدابى<s>	OA	OA	OOV
<s>وصارو<s>	<s>وصاروا<s>	OW	OW	CBR
<s>يعلقون<s>	<s>يعلقون<s>	UC	UC	NA
<s>أقول<s>	<s>أقول<s>	UC	UC	NA
<s>لهم<s>	<s>لهم<s>	UC	UC	NA
<s>اتعظو<s>	<s>اتعظوا<s>	OW	OW	CBR
<s>من<s>	<s>من<s>	UC	UC	NA
<s>القذافي<s>	<s>القذافي<s>	UC	UC	NA
<s>اللذى<s>	<s>اللذى<s>	UNK	UNK	OOV
<s>كان<s>	<s>كان<s>	UC	UC	NA
<s>أكثر<s>	<s>أكثر<s>	UC	UC	NA
<s>مالا<s>	<s>مالا<s>	UC	UC	NA
<s>وأكثر<s>	<s>وأكثر<s>	UC	UC	NA
<s>قوة<s>	<s>قوة<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>سيدكم<s>	<s>سيدكم<s>	UC	UC	NA
<s>(<s>	<s>(<s>	UC	UC	NA
<s>بشار<s>	<s>بشار<s>	UC	UC	NA
<s>)<s>	<s>)<s>	UC	UC	NA
<s>ولأكن<s>	<s>ولكن<s>	OD	OD	CBR
<s>القذافي<s>	<s>القذافي<s>	UC	UC	NA
<s>مات<s>	<s>مات<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>ليبيا<s>	<s>ليبيا<s>	UC	UC	NA
<s>سوف<s>	<s>سوف<s>	UC	UC	NA
<s>نرى<s>	<s>نرى<s>	UC	UC	NA
<s>سيدكم<s>	<s>سيدكم<s>	UC	UC	NA
<s>(<s>	<s>(<s>	UC	UC	NA
<s>بشار<s>	<s>بشار<s>	UC	UC	NA
<s>)<s>	<s>)<s>	UC	UC	NA
<s>يهرب<s>	<s>يهرب<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>إيران<s>	<s>إيران<s>	UC	UC	NA
<s>أما<s>	<s>أما<s>	UC	UC	NA
<s>أنتم<s>	<s>أنتم<s>	UC	UC	NA
<s>سيترككم<s>	<s>سيترككم<s>	UC	UC	NA
<s>ويقول<s>	<s>ويقول<s>	UC	UC	NA
<s>لكم<s>	<s>لكم<s>	UC	UC	NA
<s>أني<s>	<s>أني<s>	UC	UC	NA
<s>برئ<s>	<s>بريء<s>	SW	SW	CBR
<s>منكم<s>	<s>منكم<s>	UC	UC	NA

<s>كنت<s>	<s>كنت<s>	UC	UC	NA
<s>أتمنى<s>	<s>أتمنى<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>أدعو<s>	<s>أدعو<s>	SP	SP	OOV
<s>لسقوط<s>	<s>لسقوط<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>لكن<s>	<s>لكن<s>	SP	SP	OOV
<s>بعد<s>	<s>بعد<s>	UC	UC	NA
<s>معرفتي<s>	<s>معرفتي<s>	UC	UC	NA
<s>بالذين<s>	<s>بالذين<s>	UC	UC	NA
<s>سيخلفونه<s>	<s>سيخلفونه<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>بعده<s>	<s>بعده<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>هم<s>	<s>هم<s>	SP	SP	OOV
<s>ما<s>	<s>ما<s>	UC	UC	NA
<s>يسمى<s>	<s>يسمى<s>	UC	UC	NA
<s>بالمعارضة<s>	<s>بالمعارضة<s>	UC	UC	NA
<s>السورية<s>	<s>السورية<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>تطمح<s>	<s>تطمح<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>الصراع<s>	<s>الصراع<s>	UC	UC	NA
<s>عن<s>	<s>على<s>	SW	SW	CBR
<s>المناصب<s>	<s>المناصب<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>تقسيم<s>	<s>تقسيم<s>	SP	SP	OOV
<s>البلد<s>	<s>البلد<s>	UC	UC	NA
<s>والفتنة<s>	<s>والفتنة<s>	UC	UC	NA
<s>فإنني<s>	<s>فإنني<s>	UC	UC	NA
<s>أتمنى<s>	<s>أتمنى<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>يسقط<s>	<s>يسقط<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>حتى<s>	<s>حتى<s>	UC	UC	NA
<s>يسقط<s>	<s>يسقط<s>	UC	UC	NA
<s>بانتخابات<s>	<s>بانتخابات<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>ليس<s>	<s>ليس<s>	SP	SP	OOV
